sample	SF10	SF11	SF12	SF13	SF14	SF15	SF16	SF17	SF18	SF19	SF1	SF20	SF21	SF22	SF23	SF24	SF25	SF26	SF27	SF2	SF34	SF35	SF36	SF37	SF3	SF4	SF5	SF6	SF7	SF8	SF9
PWY.7198._pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV	7.89E-05	8.88E-07	0.00011919	3.35E-07	7.40E-05	1.82E-05	7.66E-05	6.75E-06	0	1.20E-06	6.69E-06	5.97E-05	5.96E-05	0	0.000322464	7.58E-05	3.20E-05	2.43E-05	0.000213806	8.55E-05	9.85E-06	0.000172102	0.000169696	0	9.34E-05	2.40E-05	3.00E-05	2.19E-05	0.000123549	1.30E-06	7.01E-05
PWY.7199._pyrimidine_deoxyribonucleosides_salvage	0.000199339	7.76E-06	0.000172243	5.74E-06	0.000337017	4.00E-05	0.000561397	0.0001044	9.04E-07	2.50E-05	1.83E-05	0.000134735	0.000252344	0	0.000278642	0.000114064	0.000310494	0.000145701	0.00024153	0.000234869	1.83E-05	0.000199932	0.000602351	2.32E-06	0.000239642	5.21E-05	0.000185909	9.25E-05	0.00051135	2.86E-06	0.000205592
PWY.7200._superpathway_of_pyrimidine_deoxyribonucleoside_salvage	0	0	0	0	0	0	1.26E-05	0	0	0	0	8.23E-06	1.91E-06	0	0	0	0	7.79E-07	0	0	0	0	9.83E-05	0	0	0	0	0	5.70E-07	0	3.22E-06
PWY.7204._pyridoxal_5..phosphate_salvage_II_.plants.	3.96E-07	1.64E-06	0.000173761	1.39E-06	5.44E-05	4.38E-05	6.29E-07	8.73E-06	0	9.02E-06	1.66E-06	8.50E-05	4.48E-05	0	2.27E-05	1.10E-05	0.000111529	3.82E-05	2.52E-05	5.03E-05	2.78E-06	5.93E-07	5.73E-07	0	6.01E-05	4.07E-06	0.000122934	2.16E-06	0	1.86E-06	1.09E-07
PWY.7208._superpathway_of_pyrimidine_nucleobases_salvage	0.000267626	1.01E-05	0.000228016	5.85E-06	0.000234487	3.80E-05	0.000576794	6.18E-05	7.59E-07	2.87E-05	1.11E-05	0.000166081	0.000271398	0	0.000286883	7.36E-05	0.000157129	0.00010636	0.00029918	0.00027077	1.36E-05	0.000220178	0.000570014	1.08E-06	0.000275957	8.67E-05	0.000207529	3.49E-05	0.000187769	3.96E-06	0.000269623
PWY.7209._superpathway_of_pyrimidine_ribonucleosides_degradation	7.85E-07	1.02E-07	4.36E-05	0	0	0	8.46E-07	2.03E-06	0	2.28E-07	0	2.11E-05	9.24E-06	0	0	4.33E-06	8.14E-06	2.22E-06	3.45E-06	2.42E-05	4.43E-07	0	4.79E-06	5.09E-07	2.63E-05	0	8.20E-05	3.61E-07	0	0	3.68E-06
PWY.7210._pyrimidine_deoxyribonucleotides_biosynthesis_from_CTP	0.000101572	1.23E-06	0.000136458	1.16E-06	0	2.18E-05	0.000103115	2.60E-06	0	1.70E-06	7.62E-06	7.33E-05	7.27E-05	0	0.000368365	7.41E-05	4.12E-05	8.45E-06	0.000242473	0.000109078	4.77E-06	0.000196596	9.81E-05	0	0.000118112	7.25E-06	4.03E-05	5.53E-07	0	8.86E-07	8.96E-05
PWY.7211._superpathway_of_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis	0.000144464	1.24E-06	0.000187009	1.47E-06	2.56E-05	2.84E-05	7.45E-06	2.38E-05	0	2.90E-06	4.15E-06	9.60E-05	9.88E-05	0	0.000228477	3.74E-05	6.52E-05	1.43E-05	0.00026676	0.000157329	1.65E-06	2.20E-05	2.78E-05	7.94E-07	0.000169097	8.54E-06	6.47E-05	8.93E-07	0	1.17E-06	0.000131435
PWY.7218._photosynthetic_3.hydroxybutanoate_biosynthesis_.engineered.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39E-06	0	0	0	0	0
PWY.7220._adenosine_deoxyribonucleotides_de_novo_biosynthesis_II	0.000291125	1.07E-05	0.000258597	7.28E-06	0.000213215	6.19E-05	0.000591184	5.86E-05	3.46E-06	3.93E-05	1.43E-05	0.000183801	0.000378944	1.91E-06	0.000330292	7.79E-05	0.000149135	0.000112788	0.000337146	0.000297558	1.21E-05	0.000273007	0.000543483	2.80E-06	0.000298458	9.40E-05	0.000236371	2.94E-05	0.000157665	4.41E-06	0.000285846
PWY.7221._guanosine_ribonucleotides_de_novo_biosynthesis	0.000267651	9.02E-06	0.000358002	9.40E-06	0.000533748	5.37E-05	0.000661724	0.000139426	2.90E-06	3.82E-05	1.95E-05	0.000220689	0.00035613	1.02E-06	0.000324487	9.34E-05	0.000451675	0.000209365	0.000289198	0.000268823	2.27E-05	0.000240612	0.000724394	1.84E-06	0.00026916	0.000100512	0.000280941	0.0001275	0.000729553	6.84E-06	0.000310583
PWY.7222._guanosine_deoxyribonucleotides_de_novo_biosynthesis_II	0.000291125	1.07E-05	0.000258597	7.28E-06	0.000213215	6.19E-05	0.000591184	5.86E-05	3.46E-06	3.93E-05	1.43E-05	0.000183801	0.000378944	1.91E-06	0.000330292	7.79E-05	0.000149135	0.000112788	0.000337146	0.000297558	1.21E-05	0.000273007	0.000543483	2.80E-06	0.000298458	9.40E-05	0.000236371	2.94E-05	0.000157665	4.41E-06	0.000285846
PWY.7228._superpathway_of_guanosine_nucleotides_de_novo_biosynthesis_I	0.000292156	9.68E-06	0.000308429	8.40E-06	0.000308661	5.89E-05	0.000629885	8.30E-05	3.15E-06	3.93E-05	1.70E-05	0.00020144	0.000374017	1.27E-06	0.000340675	8.71E-05	0.000225215	0.00014779	0.000321049	0.000293829	1.60E-05	0.000263777	0.000627878	2.17E-06	0.000295984	9.82E-05	0.000262396	4.81E-05	0.000260529	5.46E-06	0.000303509
PWY.7229._superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_I	0.000231135	9.97E-06	0.00017757	8.84E-06	0.000419107	4.92E-05	0.000733829	0.000111362	1.16E-06	4.24E-05	2.10E-05	0.000227254	0.000351705	0	0.000340462	0.000104609	0.000321876	0.000182223	0.000273664	0.000268933	2.15E-05	0.000293868	0.0007755	2.30E-06	0.000260638	0.000116499	0.000279451	7.41E-05	0.000402401	6.29E-06	0.000273948
PWY.7234._inosine.5..phosphate_biosynthesis_III	0.000196309	7.42E-06	0.000214104	3.09E-06	9.46E-05	3.79E-05	0.000547347	5.86E-05	0	2.91E-05	1.09E-05	0.000144238	0.000123326	0	0.000259555	2.74E-05	0.000217155	6.86E-05	0.000193487	0.000166399	2.12E-05	0.000233286	0.00065037	8.65E-07	0.000169741	4.70E-05	0.000189264	2.03E-05	0.000101302	1.68E-06	0.000210388
PWY.7237._myo.._chiro._and_scyllo.inositol_degradation	0.000782672	0	0	0	0.000169688	6.47E-05	0	6.44E-05	0	1.18E-05	0	7.56E-05	0	0	0.000297837	7.08E-05	0	0	0	0.000517572	0	0.000412789	0	0	0.000550313	0	0.000247898	0	1.71E-05	0	0
PWY.7238._sucrose_biosynthesis_II	0.000572551	1.21E-05	0.000977255	4.49E-06	0.000472063	5.05E-05	0.000442451	0.000117742	1.49E-06	3.77E-05	1.36E-05	0.000255575	0.000195766	0	0.00054874	0.000169259	0.000367094	0.000142761	0.000454728	0.000426045	2.24E-05	7.69E-05	0.000587989	0	0.00043787	5.50E-05	0.000421342	4.05E-05	0.000208072	2.50E-06	0.000594225
PWY.7242._D.fructuronate_degradation	8.01E-07	0	0.000136531	3.60E-07	6.11E-05	3.00E-05	2.09E-06	2.58E-05	2.05E-07	2.01E-05	2.40E-06	0.000106516	4.64E-05	0	0.000270693	2.07E-05	0.000128886	5.04E-05	2.78E-05	3.69E-05	0	0.000241996	9.82E-06	8.31E-07	4.26E-05	3.19E-06	0.000103973	2.16E-06	1.11E-05	1.00E-06	1.30E-06
PWY.7245._superpathway_of_NAD/NADP_._NADH/NADPH_interconversion_.yeast.	0	0	0	0	0	2.94E-06	0	0	0	3.26E-07	0	2.24E-06	0	0	8.57E-05	0	0	4.33E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.724._superpathway_of_L.lysine._L.threonine_and_L.methionine_biosynthesis_II	0.000405698	8.35E-06	0.00043669	5.59E-06	0.00024928	4.58E-05	0.000480792	9.50E-05	8.72E-07	3.86E-05	1.39E-05	0.000191955	0.00027655	0	0.000404511	7.48E-05	0.000287601	0.000137718	0.000424217	0.000363878	1.39E-05	0.000244053	0.000461238	0	0.000376836	7.38E-05	0.000313695	3.96E-05	0.000217494	3.21E-06	0.00042459
PWY.7254._TCA_cycle_VII_.acetate.producers.	0	0	0	0	8.96E-05	0	4.31E-06	3.75E-06	0	0	6.40E-07	9.21E-06	0	0	0	0	2.08E-05	4.09E-05	4.23E-07	0	0	0	2.54E-05	0	5.93E-08	4.57E-06	0	2.06E-06	2.51E-06	6.79E-07	2.44E-06
PWY.7268._cytosolic_NADPH_production_.yeast.	0	0	0	0	0	2.54E-06	0	0	0	2.46E-07	0	1.71E-06	0	0	9.05E-05	0	0	3.44E-07	0	0	0	0	2.97E-07	0	0	0	0	1.88E-06	7.35E-06	1.06E-06	0
PWY.7269._mitochondrial_NADPH_production_.yeast.	0.000141474	0	5.17E-05	0	0	9.76E-06	0	7.79E-06	0	2.00E-05	0	4.74E-05	2.38E-05	0	0.00011573	6.87E-06	1.21E-05	3.82E-06	0.000191726	0.000160058	0	0	3.94E-07	0	0.000178036	0	9.44E-05	1.29E-06	5.00E-06	8.31E-07	0.000114318
PWY.7279._aerobic_respiration_II_.cytochrome_c._.yeast.	1.71E-06	0	1.29E-07	1.14E-07	0	9.44E-06	0	5.59E-06	3.45E-07	2.60E-05	3.59E-07	7.80E-06	8.90E-07	4.38E-07	5.65E-06	5.40E-06	8.22E-06	2.31E-06	2.92E-07	1.21E-05	0	1.90E-06	6.04E-07	3.52E-07	1.11E-07	1.60E-07	2.95E-06	3.49E-07	0	1.90E-07	4.77E-05
PWY.7282._4.amino.2.methyl.5.diphosphomethylpyrimidine_biosynthesis_II	0.000195451	7.93E-06	0.000365486	0	9.90E-05	3.64E-05	0.000413732	5.10E-05	0	3.15E-05	1.43E-06	0.000142036	0.000118921	0	0.000265705	3.53E-05	0.000199062	9.50E-05	0.000243802	0.000255338	1.17E-05	0.000100332	0.000338101	0	0.000269938	3.17E-05	0.000223191	2.32E-05	0.000108168	2.99E-06	0.000181259
PWY.7283._wybutosine_biosynthesis	0	0	0	2.34E-07	0	1.50E-07	0	0	0	0	0	0	0	0	0	4.56E-07	0	0	0	0	0	0	0	6.54E-07	0	3.79E-07	0	0	0	0	0
PWY.7286._7..3.amino.3.carboxypropyl..wyosine_biosynthesis	0	0	0	1.78E-07	1.50E-06	1.24E-07	0	0	0	0	0	0	0	0	0	4.43E-07	0	0	1.83E-07	0	0	0	0	4.87E-07	0	2.83E-07	0	0	4.85E-07	0	0
PWY.7294._D.xylose_degradation_IV	0	0	0	0	0	3.06E-07	0	0	0	1.41E-05	0	1.24E-06	0	0	1.80E-05	0	0	6.31E-06	1.29E-06	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7312._dTDP..beta..D.fucofuranose_biosynthesis	0	0	0	0	0	0	0	0	0	0	1.07E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7315._dTDP.N.acetylthomosamine_biosynthesis	0.000308061	0	0.000235304	1.54E-06	0.000111938	3.02E-05	1.21E-06	8.43E-06	3.65E-07	3.08E-05	0	0.00010832	5.40E-05	0	0.000282922	1.43E-05	0.000131533	4.17E-05	0.000273386	0.000246069	0	0.00023866	0	1.27E-06	0.000249615	1.89E-06	0.000212658	0	0	1.57E-06	0.000305514
PWY.7316._dTDP.N.acetylviosamine_biosynthesis	2.91E-07	0	0	2.16E-06	8.00E-05	0	5.35E-07	3.54E-07	0	2.41E-06	1.30E-06	2.81E-05	1.00E-05	0	0	0	1.08E-05	4.20E-05	1.83E-05	0	0	0	0	0	0	0	0	1.22E-06	5.22E-06	9.55E-07	0
PWY.7323._superpathway_of_GDP.mannose.derived_O.antigen_building_blocks_biosynthesis	9.97E-05	0	0.000245002	2.69E-06	0.000303411	1.56E-06	1.52E-05	3.90E-05	7.92E-07	2.36E-05	7.63E-06	0.000105202	7.70E-05	0	2.13E-05	3.89E-05	0.000128666	6.77E-05	5.24E-05	5.31E-05	0	0	6.07E-07	0	5.33E-05	1.49E-05	0.000126573	4.34E-05	0.000243823	3.04E-06	9.93E-05
PWY.7328._superpathway_of_UDP.glucose.derived_O.antigen_building_blocks_biosynthesis	0.000331015	0	0	0	0.000101772	5.87E-06	7.63E-05	2.83E-05	6.84E-07	3.73E-07	8.43E-07	9.27E-05	0.000147309	0	7.65E-05	5.15E-06	6.71E-05	6.09E-05	8.02E-05	1.57E-06	3.81E-06	0.000104148	0.000287173	0	1.09E-06	4.11E-05	0.000194274	8.74E-06	5.36E-05	1.19E-06	0.000298171
PWY.7332._superpathway_of_UDP.N.acetylglucosamine.derived_O.antigen_building_blocks_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86E-06	5.17E-06	3.55E-06	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7340._9.cis._11.trans.octadecadienoyl.CoA_degradation_.isomerase.dependent._yeast.	0	0	0	2.17E-07	2.34E-05	8.64E-08	4.44E-07	7.27E-07	0	3.30E-06	0	1.90E-06	2.94E-06	0	9.36E-07	0	0	4.90E-07	1.28E-06	0	0	3.73E-06	0	0	0	0	3.76E-07	0	0	0	0
PWY.7345._superpathway_of_anaerobic_sucrose_degradation	0.000372833	0	0.000464133	5.50E-06	0.000157719	1.48E-05	0.000390014	5.83E-05	1.83E-06	2.98E-05	5.62E-06	0.00019725	0.00017486	0	0.000325668	4.94E-05	0.000292046	0.000119571	0.000396568	0.00038734	1.10E-05	5.88E-05	0.000436786	0	0.000407399	5.77E-05	0.000342949	1.41E-05	6.24E-05	3.05E-06	0.000351512
PWY.7356._thiamine_diphosphate_salvage_IV_.yeast.	0.00020312	7.45E-06	0	0	1.61E-05	4.63E-06	0.000163156	1.15E-05	0	5.13E-06	1.64E-06	6.08E-05	4.40E-05	0	0.000105303	3.23E-05	3.45E-05	9.03E-06	0.000211691	0.000271357	3.09E-06	7.39E-06	0.000182615	0	0.000282154	1.16E-05	0.000139747	2.11E-06	1.63E-05	0	0.000183475
PWY.7357._thiamine_phosphate_formation_from_pyrithiamine_and_oxythiamine_.yeast.	0.000289994	7.15E-06	0.000301313	7.76E-06	0.000145306	2.92E-05	0.000304271	6.65E-05	8.35E-07	2.92E-05	6.39E-06	0.00015324	0.000116365	0	0.000307557	6.91E-05	0.000188608	9.17E-05	0.000304983	0.000266678	5.33E-06	1.86E-05	0.000329456	0	0.00028463	4.18E-05	0.00021741	2.80E-05	0.000145633	2.33E-06	0.000298153
PWY.7371._1.4.dihydroxy.6.naphthoate_biosynthesis_II	0	0	0	0	1.26E-06	0	1.13E-06	1.33E-05	0	0	0	8.75E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20E-07	3.49E-06	0	1.73E-07
PWY.7376._cob.II.yrinate_a.c.diamide_biosynthesis_II_.late_cobalt_incorporation.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22E-06	1.31E-05	0	0
PWY.7383._anaerobic_energy_metabolism_.invertebrates._cytosol.	0	1.59E-06	0	1.23E-06	7.60E-05	3.30E-06	7.00E-05	1.94E-05	7.15E-07	2.15E-06	3.87E-06	4.76E-06	0	0	0	9.33E-07	0	8.26E-06	4.04E-07	1.05E-06	4.24E-06	2.50E-05	9.73E-05	1.32E-06	0	1.23E-05	0	1.77E-05	7.74E-05	1.29E-06	1.15E-05
PWY.7384._anaerobic_energy_metabolism_.invertebrates._mitochondrial.	4.01E-07	0	0	0	0	0	1.12E-07	1.88E-06	0	0	0	2.12E-05	6.34E-06	0	0	0	1.75E-06	2.10E-07	0	5.08E-07	0	0	0	0	2.33E-07	0	2.14E-05	0	0	0	0
PWY.7385._1.3.propanediol_biosynthesis_.engineered.	1.61E-06	4.53E-07	0	6.88E-07	9.09E-06	6.49E-07	4.49E-06	5.77E-06	8.30E-07	1.18E-06	5.60E-07	9.96E-05	4.07E-05	0	4.38E-06	5.68E-06	0.000113771	3.37E-05	3.74E-06	8.20E-05	1.06E-06	1.04E-06	0	1.54E-06	8.99E-05	1.59E-06	0.000177802	3.91E-07	0	5.46E-07	0
PWY.7388._octanoyl..acyl.carrier_protein._biosynthesis_.mitochondria._yeast.	0.000388088	0	3.61E-05	0	0	0	4.75E-06	2.99E-06	5.93E-07	0	0	0.000102106	4.24E-05	0	2.62E-05	1.09E-05	2.38E-05	5.63E-06	0.000251367	0.000245692	0	7.87E-07	0	0	0.00024798	3.73E-06	0.000164895	1.92E-06	3.81E-06	0	0.00039139
PWY.7389._superpathway_of_anaerobic_energy_metabolism_.invertebrates.	0	0	0	0	0	0	1.81E-07	2.79E-06	0	0	0	5.57E-06	0	0	0	0	0	3.36E-07	0	6.33E-07	0	0	0	0	0	0	0	0	0	0	0
PWY.7391._isoprene_biosynthesis_II_.engineered.	0	0	0	0	0	1.98E-07	6.57E-07	0	0	1.37E-06	0	1.06E-06	1.87E-06	0	0	0	0	0	0	2.25E-07	0	0	6.97E-05	0	0	0	1.44E-07	1.92E-06	8.87E-06	0	0
PWY.7392._taxadiene_biosynthesis_.engineered.	0.000141404	7.43E-07	0	1.79E-06	5.86E-05	2.21E-05	0.000120867	4.78E-05	7.68E-07	4.67E-06	3.97E-06	4.53E-05	4.24E-05	0	0.000188515	2.03E-06	0.000182891	7.72E-05	0.000135202	0.000135514	6.01E-06	8.85E-05	0.00019107	0	0.000133138	3.34E-05	0.000102124	8.53E-06	4.10E-05	1.12E-06	0.000166199
PWY.7396._butanol_and_isobutanol_biosynthesis_.engineered.	7.49E-05	0	0	0	0	0	0	0	0	5.27E-07	0	1.58E-05	7.87E-06	0	0.000100188	0	8.90E-06	8.73E-07	7.48E-05	7.96E-05	0	1.41E-06	3.51E-05	0	8.19E-05	3.93E-07	4.11E-05	0	0	0	6.99E-05
PWY.7399._methylphosphonate_degradation_II	0	0	0	0	4.41E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7400._L.arginine_biosynthesis_IV_.archaebacteria.	0.000478487	1.18E-06	0.000505232	3.47E-06	0.000164265	4.56E-05	0.000302657	7.92E-05	4.36E-07	3.68E-05	1.16E-05	0.000207799	0.00015855	0	0.000401131	8.31E-05	0.000306653	0.000126466	0.000369666	0.000393913	1.03E-05	0.000233403	0.000440598	1.39E-06	0.000406575	4.84E-05	0.000308432	1.15E-05	5.84E-05	2.19E-06	0.00051984
PWY.7409._phospholipid_remodeling_.phosphatidylethanolamine._yeast.	1.59E-07	1.19E-07	5.80E-05	0	0	0	0	1.36E-06	0	0	0	3.68E-05	9.94E-06	8.77E-07	0	0	3.56E-05	1.12E-05	3.32E-06	1.28E-05	0	0	0	0	1.56E-05	0	3.64E-05	1.48E-07	0	0	0
PWY.7411._phosphatidate_biosynthesis_.yeast.	0	0	0	0	0	1.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.51E-07	0	0	0	7.71E-07	0	0	0	0	0
PWY.7420._monoacylglycerol_metabolism_.yeast.	0	2.08E-07	0	4.72E-07	0	3.69E-07	0	1.13E-07	0	0	2.93E-07	1.26E-07	0	0	2.30E-07	6.46E-07	0	1.24E-07	0	0	3.07E-07	0	0	3.70E-07	0	1.11E-06	0	1.66E-07	0	2.46E-07	0
PWY.7426._complex_N.linked_glycan_biosynthesis_.vertebrates.	0	2.41E-07	0	1.42E-07	0	8.41E-08	0	0	5.08E-07	2.02E-07	6.01E-07	6.86E-08	0	1.76E-06	0	2.05E-07	0	0	0	0	0	0	0	1.27E-06	0	4.68E-07	0	0	0	2.14E-07	0
PWY.7431._aromatic_biogenic_amine_degradation_.bacteria.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50E-08	0	0	1.51E-07	0	0	0	0	0	0	0	0
PWY.7433._mucin_core_1_and_core_2_O.glycosylation	0	1.01E-06	0	6.36E-07	0	3.82E-07	0	4.44E-07	1.03E-06	4.38E-07	1.01E-06	1.85E-07	0	7.05E-06	0	4.85E-07	0	3.78E-07	0	0	7.60E-07	0	0	2.79E-06	0	8.72E-07	0	7.68E-07	0	6.54E-07	0
PWY.7434._terminal_O.glycans_residues_modification_.via_type_2_precursor_disaccharide.	1.96E-07	2.00E-06	0	1.52E-06	0	9.43E-07	1.56E-05	7.43E-07	2.43E-06	1.10E-06	2.58E-06	6.22E-07	0	1.54E-05	4.43E-08	8.23E-07	0	7.88E-07	0	9.58E-08	5.68E-06	5.05E-06	1.89E-05	7.41E-06	0	3.84E-06	0	1.75E-06	0	1.46E-06	1.39E-06
PWY.7446._sulfoquinovose_degradation_I	1.78E-07	0	0	0	0	3.32E-05	0	1.90E-06	0	3.18E-05	0	1.94E-05	6.15E-06	0	2.40E-05	0	0	0	0	8.43E-06	0	0	0	0	9.46E-06	0	4.04E-05	0	0	0	0
PWY.7456._.beta...1.4..mannan_degradation	3.19E-06	0	0	2.42E-06	0.000166081	1.56E-06	1.63E-05	2.51E-05	0	3.59E-06	6.06E-06	4.91E-05	8.14E-05	0	0	2.80E-05	4.71E-05	6.26E-05	4.14E-05	0	0	0	0	0	0	6.93E-06	0	3.01E-06	1.10E-05	1.89E-06	6.25E-07
PWY.7511._protein_ubiquitination	0	3.43E-07	0	3.70E-07	0	8.10E-08	0	1.47E-07	1.80E-07	3.27E-07	1.69E-07	1.15E-07	0	3.84E-06	0	8.87E-08	0	8.50E-08	0	0	1.18E-07	0	0	1.44E-06	0	3.94E-07	0	3.14E-07	0	3.90E-07	1.36E-08
PWY.7527._L.methionine_salvage_cycle_III	0	0	0	0	0	0	0	0	0	0	0	3.78E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33E-06	0	0	0	0
PWY.7528._L.methionine_salvage_cycle_I_.bacteria_and_plants.	0	0	0	0	0	0	0	0	0	0	0	4.17E-07	0	0	0	0	0	0	0	2.75E-07	0	0	0	0	5.87E-07	0	1.46E-06	0	0	0	0
PWY.7560._methylerythritol_phosphate_pathway_II	0.000310142	3.56E-06	0.000355874	6.22E-06	0.000361352	3.92E-05	0.000327881	7.78E-05	1.64E-06	2.84E-05	7.01E-06	0.000174045	0.000301971	0	0.000357142	7.61E-05	0.000307196	0.000156734	0.000328226	0.000317971	5.80E-06	0.00016855	0.000294477	0	0.000333978	4.89E-05	0.00026914	4.27E-05	0.000228058	4.72E-06	0.00030218
PWY.7606._docosahexaenoate_biosynthesis_III_.6.desaturase._mammals.	0	0	0	0	0	0	0	0	0	3.64E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7616._methanol_oxidation_to_carbon_dioxide	3.87E-05	0	0	0	7.51E-07	0	4.65E-07	9.84E-07	0	0	0	1.41E-05	6.32E-06	0	5.32E-06	2.96E-06	1.45E-06	2.72E-07	3.23E-05	4.38E-05	0	1.99E-07	2.35E-07	0	4.74E-05	9.15E-07	1.29E-05	0	0	0	4.03E-05
PWY.7619._juniperonate_biosynthesis	0	0	0	0	0	0	0	0	0	3.06E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82E-07	0	0	0	0	0	0	0
PWY.7644._heparin_degradation	0	0	0	0	0	0	0	1.33E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7654._.8E.10E..dodeca.8.10.dienol_biosynthesis	0	0	0	0	0	0	0	0	0	8.20E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65E-07	0	0	0	0	0
PWY.7663._gondoate_biosynthesis_.anaerobic.	0.000605541	9.76E-06	0.000490525	3.15E-06	0.000279562	6.97E-05	0.00049951	0.000106028	9.11E-07	7.23E-05	1.77E-05	0.000287897	0.000278025	0	0.000473067	4.47E-05	0.000362923	0.000153935	0.000599065	0.000599649	1.23E-05	0.000386094	0.000641101	2.43E-06	0.000623043	7.87E-05	0.000510006	8.43E-05	0.000459145	5.46E-06	0.000537178
PWY.7664._oleate_biosynthesis_IV_.anaerobic.	0.000378373	9.43E-06	0.00027993	2.52E-06	0.000207089	6.84E-05	0.000301859	7.29E-05	6.45E-07	5.74E-05	1.45E-05	0.000191834	0.000185639	0	0.00043346	1.47E-05	0.000306291	0.000134653	0.000415206	0.000392519	1.04E-05	0.000354687	0.000426634	1.40E-06	0.000413551	3.38E-05	0.00034648	5.44E-06	1.87E-05	3.14E-06	0.000327046
PWY.7688._dTDP..alpha..D.ravidosamine_and_dTDP.4.acetyl..alpha..D.ravidosamine_biosynthesis	0	0	0	0	6.94E-06	1.46E-06	1.85E-07	3.31E-06	0	0	1.43E-06	4.19E-05	0.000470471	0	0	0	1.58E-05	6.47E-05	2.66E-05	0	0	0	0	0	0	0	0	0	0	2.57E-07	0
PWY.7723._bacterial_bioluminescence	0	0	0	0	0	0	2.81E-06	0	0	0	0	0	0	0	0	0	9.90E-06	4.17E-06	0	0	0	0	0	0	0	0	0	0	0	0	7.12E-07
PWY.7724._icosapentaenoate_biosynthesis_III_.8.desaturase._mammals.	0	0	0	0	0	0	0	0	0	3.68E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26E-07	0	0	0	0	0	0	0
PWY.7725._arachidonate_biosynthesis_V_.8.detaturase._mammals.	0	0	0	0	0	0	0	0	0	3.06E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82E-07	0	0	0	0	0	0	0
PWY.7726._.4Z.7Z.10Z.13Z.16Z..docosapentaenoate_biosynthesis_.6.desaturase.	0	0	0	0	0	0	0	0	0	3.64E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7731._superpathway_of_photosynthetic_hydrogen_production	0	0	0	0	0	0	0	0	0	0	0	0	3.16E-08	0	0	0	0	0	0	0	0	5.65E-06	4.56E-07	0	0	1.16E-05	0	0	0	0	0
PWY.7761._NAD_salvage_pathway_II_.PNC_IV_cycle.	2.89E-06	0	0.000130124	2.25E-06	0.00012112	3.40E-05	8.89E-05	4.23E-05	0	2.17E-05	5.95E-06	7.28E-05	7.50E-05	0	0.000103095	1.56E-05	7.72E-05	8.28E-05	3.73E-05	1.09E-05	5.83E-06	5.24E-05	0.000101138	0	1.17E-05	2.12E-05	5.24E-05	2.41E-05	0.000129336	1.59E-06	8.01E-06
PWY.7783._plasmalogen_degradation	1.93E-07	7.95E-07	0	9.82E-07	0	1.13E-05	1.64E-06	2.16E-07	1.40E-06	3.81E-07	1.23E-06	0	0	7.13E-06	0	5.16E-07	8.61E-05	2.59E-05	0	0	4.42E-07	9.00E-07	2.38E-07	1.61E-06	0	3.36E-06	2.75E-06	1.96E-06	0	9.73E-07	0
PWY.7790._UMP_biosynthesis_II	0.000289143	8.90E-07	0.000314932	6.98E-06	0.00058531	4.57E-05	0.000555657	0.000141473	9.82E-07	3.45E-05	2.08E-05	0.000195855	0.000289668	0	0.000379369	7.98E-05	0.000418586	0.000187741	0.000331299	0.000389715	1.82E-05	0.00021422	0.000651546	4.90E-07	0.000402863	8.99E-05	0.000249209	0.000130285	0.000733199	4.96E-06	0.00028617
PWY.7791._UMP_biosynthesis_III	0.000289143	8.90E-07	0.000314932	6.98E-06	0.00058531	4.57E-05	0.000555657	0.000141473	9.82E-07	3.45E-05	2.08E-05	0.000195855	0.000289668	0	0.000379369	7.98E-05	0.000418586	0.000187741	0.000331299	0.000389715	1.82E-05	0.00021422	0.000651546	4.36E-07	0.000402863	8.99E-05	0.000249209	0.000130285	0.000733199	4.96E-06	0.00028617
